mean_squared_error,root_mean_squared_error,coef_determination,R-squared,number_of_features,CVE-2020-17087_score,CVE-2020-17084_score
11.102897481698236,3.332101061147191,-1.9018492554560829,0.9440596969809057,all,18.25993408374142,11.5340915777422
1.8656033208187182,1.365870901959156,0.5124065932863009,0.5278941654981504,100,6.781207769222835,7.814989106232742
1.8153979753191212,1.3473670529292012,0.5255282441614955,0.5468977477301564,200,6.8963949471131,7.7343925370878175
1.7648439605526627,1.3284742980399218,0.5387410231097097,0.5604612799223945,300,6.829142770981469,7.6704023428995765
1.7964996769803103,1.3403356583260442,0.5304674965552298,0.5728295077193617,400,6.776870044367412,7.84362190802548
1.7712476035870082,1.3308822651110084,0.5370673692907807,0.5825220416796193,500,6.5791599438547355,8.021638370082139
